"species","owner","country_of_origin","farm_name","mill","company","region","producer","grading_date","owner_1","variety","processing_method","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","cupper_points","total_cup_points","moisture","category_one_defects","quakers","color","category_two_defects","altitude_low_meters","altitude_high_meters","altitude_mean_meters"
"Arabica","compañia colombiana agroindustrial s.a","Colombia","","trilladora agricola","ecom cca sa","santander","",2014-03-13,"Compañia Colombiana Agroindustrial S.A","Caturra","Washed / Wet",7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,83.58,0.12,0,0,"Green",1,1550,1550,1550
"Arabica","compañia colombiana agroindustrial s.a","Colombia","","trilladora agricola","ecom cca sa","santander","",2014-03-21,"Compañia Colombiana Agroindustrial S.A","Caturra","Washed / Wet",7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,7.58,83.58,0,0,0,"",0,1550,1550,1550
"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","dragon coffee 龍咖啡","dragon coffee 龍咖啡","blossom valley宸嶧國際","taichung xinshe 台中市新社區","Gu zhi min 古智閔",2013-12-26,"CQI Taiwan ICP CQI台灣合作夥伴","Typica","Other",7.75,7.75,7.75,7.75,7.5,7.58,10,10,10,7.5,83.58,0.11,0,0,"Green",0,1000,1000,1000
"Arabica","racafe & cia s.c.a","Colombia","","","c.i.racafe & cia s.c.a","huila","LA PLATA",2012-08-31,"Racafe & Cia S.C.A","Caturra","Washed / Wet",7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,83.58,0.11,0,0,"Green",3,1600,1950,1775
"Arabica","alfredo bojalil","Mexico","ojo de agua","agroindustrias unidas de mexico","ecomtrading","xalapa","JULIAN ALBERTO URRUTIA MOYA",2012-06-06,"ALFREDO BOJALIL","Typica","Washed / Wet",7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.12,0,0,"",2,1000,1000,1000
"Arabica","carcafe ltda ci","Colombia","","","carcafe ltda","cundinamarca","ORLANDO ORTIZ/WILSON SANCHEZ/GILBERTO ACOSTA",2012-04-02,"CARCAFE LTDA CI","Caturra","Natural / Dry",7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.11,0,0,"Green",4,2136,2136,2136
"Arabica","nucoffee","Brazil","fazenda jericó","","nucoffee","south of minas","Alvaro Resende Aguiar",2012-01-23,"NUCOFFEE","Catuai","Semi-washed / Semi-pulped",7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,7.67,83.58,0.12,0,0,"Blue-Green",2,1100,1100,1100
"Arabica","carcafe ltda ci","Colombia","","bogota","carcafe ltda","cundinamarca","Orlando Moreno / Willson Sanchez",2017-02-20,"CARCAFE LTDA CI","Caturra","Washed / Wet",7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,83.5,0,0,0,"Bluish-Green",5,1799,1799,1799
"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","南投縣魚池鄉水社村中正路63-1號","黑咖啡道咖啡","宸嶧國際","","黑咖啡道王憲備0912326001        ",2017-02-13,"CQI Taiwan ICP CQI台灣合作夥伴","","",7.58,7.58,7.17,7.17,7,7,10,10,10,10,83.5,0.11,0,0,"Blue-Green",0,NA,NA,NA
"Arabica","ceca, s.a.","Costa Rica","","beneficio montañas del diamante","ceca,s.a.","tarrazu","Martin Gutierrez",2016-06-06,"CECA, S.A.","Caturra","Washed / Wet",7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,83.5,0,0,0,"Blue-Green",0,1850,1850,1850
"Arabica","carcafe ltda ci","Colombia","","neiva","carcafe ltda","pitalito","Mecias Urbano / Yaniver Alvarez",2016-04-07,"CARCAFE LTDA CI","Caturra","Natural / Dry",7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,83.5,0,0,0,"Green",0,1000,1000,1000
"Arabica","juan luis alvarado romero","Guatemala","la esperanza","beneficio ixchel","unex guatemala, s.a.","oriente","MARGARITA AVILA DE NUYENS",2016-03-16,"Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.5,0.1,0,2,"Bluish-Green",5,1219.2,1219.2,1219.2
"Arabica","racafe & cia s.c.a","Colombia","","","racafe & cia s.c.a","huila","La Plata",2015-11-19,"Racafe & Cia S.C.A","Caturra","Washed / Wet",7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,83.5,0.12,0,0,"Green",4,1600,1950,1775
"Arabica","damari absalome","Tanzania, United Republic Of","ano family","arusha","tawoca","nkure- meru","Mr & Mrs Damari Absalome",2015-11-16,"Damari Absalome","Ruiru 11","Washed / Wet",7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,83.5,0.13,0,0,"Green",21,1400,1400,1400
"Arabica","aulia arif syahri","Indonesia","yusrin","olam","pt. olam indonesia","bener meriah","Yusrin",2015-09-14,"Aulia Arif Syahri","Sumatra","Semi-washed / Semi-pulped",7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,83.5,0.13,0,0,"Bluish-Green",8,1500,1500,1500
"Arabica","debesa agro industry plc","Ethiopia","","","debesa agro industry plc","oromia","Debesa",2015-03-31,"Debesa Agro Industry Plc","","Natural / Dry",7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,7.58,83.5,0.1,1,0,"",18,1600,1600,1600
"Arabica","federacion nacional de cafeteros","Colombia","","","federacion nacional de cafeteros","huila","",2015-03-12,"Federacion Nacional de Cafeteros","","Washed / Wet",7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,7.67,83.5,0,1,0,"",0,NA,NA,NA
"Arabica","exportadora de cafe condor s.a","Colombia","","bonanza - armenia","exportadora de cafe condor s.a","huila","",2015-01-22,"Exportadora de Cafe Condor S.A","Caturra","Washed / Wet",8,7.58,7.25,7.58,7.92,7.58,10,10,10,7.58,83.5,0.11,0,0,"Green",0,1850,1850,1850
"Arabica","the coffee source inc.","Guatemala","several","ixchel","the coffee source inc.","atitlan","UNEX",2014-12-18,"The Coffee Source Inc.","Caturra","Washed / Wet",7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,83.5,0.1,0,0,"Green",0,1400,1400,1400
"Arabica","compañia colombiana agroindustrial s.a","Colombia","","trilladora boananza","ecom cca sa","cundinamarca","",2014-08-11,"Compañia Colombiana Agroindustrial S.A","Caturra","Washed / Wet",7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,7.67,83.5,0,2,0,"",0,1650,1650,1650
"Arabica","los hicaques","Honduras","los hicaques","cigrah sps","cigrah","comayagua","Reynerio Zepeda",2014-04-08,"","Caturra","Natural / Dry",7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,7.83,83.5,0.1,0,0,"Green",3,1350,1350,1350
"Arabica","exportadora de cafe condor s.a","Colombia","","trilladora boananza","exportadora de cafe condor s.a","huila","",2013-04-26,"Exportadora de Cafe Condor S.A","Caturra","Washed / Wet",7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,7.67,83.5,0,1,0,"Green",1,1750,1750,1750
"Arabica","exportadora de cafe condor s.a","Colombia","","trilladora boananza","exportadora de cafe condor s.a","huila","",2013-05-24,"Exportadora de Cafe Condor S.A","Caturra","Washed / Wet",7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,83.5,0.11,0,NA,"Green",2,1750,1750,1750
"Arabica","manuel herrera juarez","Mexico","finca los barreales 1112lban","finca los barreales","finca los barreales","xalapa","MANUEL HERRERA JUAREZ",2012-08-31,"MANUEL HERRERA JUAREZ","Bourbon","Natural / Dry",7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,83.5,0.13,0,0,"Green",14,1170,1170,1170
"Arabica","miguel cortes moreno","Mexico","","comunidad de sacún palma, municipio de chilón, chiapas","estrategias constructivas corzu s.a. de c.v.","chilón","ARMANDO GUTIERREZ GUZMAN",2012-08-30,"MIGUEL CORTES MORENO","Typica","Semi-washed / Semi-pulped",7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58,83.5,0.11,0,0,"Green",12,940,940,940
"Arabica","gabriel bernardo rivas ross","Mexico","la corralera","dos puentes de finca kassandra","","totutla","GABRIEL BERNARD RIVAS ROSS",2012-07-11,"GABRIEL BERNARDO RIVAS ROSS","Pacamara","Washed / Wet",7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,83.5,0.12,0,0,"Green",0,1400,1400,1400
"Arabica","juan luis alvarado romero","Guatemala","santo tomas pachuj","palinsa, beneficiado seco / santo tomas pachuj, beneficiado humedo","kanematsu corporation / rnp santo tomas pachuj","atitlan","RNP SANTO TOMAS PACHUJ / KANEMATSU CORPORATION",2012-04-30,"Juan Luis Alvarado Romero","Caturra","Washed / Wet",7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,83.5,0.1,0,0,"Green",5,1524,1524,1524
"Arabica","racafe & cia s.c.a","Colombia","","","c.i.racafe & cia s.c.a","huila","La Plata",2012-02-09,"Racafe & Cia S.C.A","Caturra","Washed / Wet",7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,83.5,0.11,0,0,"Green",0,1600,1950,1775
"Arabica","felipe isaza","Guatemala","conquista / morito","beneficio ixchel","coffee resources inc.","oriente","ConquistaMorito",2012-02-01,"Felipe Isaza","Bourbon","Washed / Wet",7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,83.5,0,3,0,"Green",12,1402.08,1402.08,1402.08
"Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","","","",2011-03-08,"Kona Pacific Farmers Cooperative","","",7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,7.58,83.5,0.01,0,0,"",0,NA,NA,NA
"Arabica","specialty coffee association of indonesia","Indonesia","pancoer angkrek","pt. perkebunan nusantara xii","","bondowoso","PT. PERKEBUNAN NUSANTARA XII",2010-11-29,"Specialty Coffee Association of Indonesia","","",7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,7.58,83.5,0,0,0,"",0,1600,1600,1600
"Arabica","carcafe ltda ci","Colombia","","neiva","carcafe ltda","huila","FRANKLIN DUSSAN / HIPOLITO TORRES",2017-11-09,"CARCAFE LTDA CI","Caturra","Washed / Wet",7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,83.42,0,0,2,"Green",1,439,439,439
"Arabica","juan luis alvarado romero","Guatemala","piamonte","beneficio ixchel","unex guatemala, s.a.","san marcos","JORGE LEAL",2017-08-23,"Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,83.42,0.1,0,0,"Green",3,1700,1700,1700
"Arabica","carcafe ltda ci","Colombia","","cartago","carcafe ltda","huila","FRANKLIN DUSSAN / HIPOLOTO TORRES",2017-05-10,"CARCAFE LTDA CI","Caturra","Washed / Wet",7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,83.42,0.11,0,0,"Green",2,442,442,442
"Arabica","ceca, s.a.","Costa Rica","gamboa","beneficio montañas del diamante","ceca,s.a.","tarrazu","Martin Gutierrez",2017-02-17,"CECA, S.A.","Caturra","Washed / Wet",7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,83.42,0.09,0,0,"Blue-Green",4,1850,1850,1850
"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","日月潭文武莊園","南投縣埔里鎮蜈蚣里","宸嶧國際","","黃素貞0939227229",2017-02-13,"CQI Taiwan ICP CQI台灣合作夥伴","","",7.67,7.67,7,7.08,7,7,10,10,10,10,83.42,0.11,0,0,"Blue-Green",0,NA,NA,NA
"Arabica","bugisu cooperative union","Uganda","bulago & buginyanya","bcu","bugisu cooperative union","eastern","Bulago & Buginyanya",2016-07-21,"Bugisu Cooperative Union","SL14","Washed / Wet",7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,83.42,0.11,0,0,"Green",1,1800,1800,1800
"Arabica","松澤宏樹 koju matsuzawa","Thailand","matsuzawa coffee","matsuzawa coffee","matsuzawa coffee","thailand","Matsuzawa Coffee",2016-06-27,"松澤宏樹 Koju Matsuzawa","Catimor","Washed / Wet",7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,83.42,0.13,0,0,"Bluish-Green",0,1200,1200,1200
"Arabica","consejo salvadoreño del café","El Salvador","la joya","el borbollon","consejo salvadoreño del café","apaneca","Ibero El Salvador, S.A. de C.V.",2016-04-25,"Consejo Salvadoreño del Café","Bourbon","Washed / Wet",7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,83.42,0.11,0,0,"",0,1330,1330,1330
"Arabica","carcafe ltda ci","Colombia","","neiva","carcafe ltda","huila","FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES",2015-04-29,"CARCAFE LTDA CI","Caturra","Natural / Dry",7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,83.42,0.12,4,0,"Green",0,442,442,442
"Arabica","bourbon specialty coffees","Brazil","cachoeira da grama farm","","bourbon specialty coffees","vale da grama","GABRIEL CARVALHO DIAS",2015-01-15,"BOURBON SPECIALTY COFFEES","Yellow Bourbon","Semi-washed / Semi-pulped",7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,83.42,0.12,0,0,"Green",6,NA,NA,NA
"Arabica","ngila estate ltd","Tanzania, United Republic Of","ngila estate","ngila estate ltd","ngila estate ltd","karatu northern","Ngila Estate Ltd",2014-12-12,"Ngila Estate Ltd","Bourbon","Washed / Wet",7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58,83.42,0.13,0,0,"Green",4,1600,1600,1600
"Arabica","compañia colombiana agroindustrial s.a","Colombia","","trilladora boananza","ecom cca sa","huila","",2014-10-15,"Compañia Colombiana Agroindustrial S.A","Caturra","Washed / Wet",7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,83.42,0.12,0,0,"Green",1,1813,1813,1813
"Arabica","juan luis alvarado romero","Guatemala","el papaturro","beneficio ixchel","unex guatemala, s.a.","oriente","AMILCAR LAPOLA",2014-08-21,"Juan Luis Alvarado Romero","Bourbon","Natural / Dry",7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,83.42,0.1,0,0,"Green",1,1219.2,1219.2,1219.2
"Arabica","juan luis alvarado romero","Guatemala","finca medina","beneficio siembras vision (154)","siembras vision, s.a.","antigua","SIEMBRAS VISIÓN, S.A.",2014-02-18,"Juan Luis Alvarado Romero","Caturra","Washed / Wet",7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,83.42,0.1,0,0,"Green",2,1500,1500,1500
"Arabica","juan luis alvarado romero","Guatemala","el morito","beneficio ixchel","unex guatemala, s.a.","oriente","ROBERTO MONTERROSO",2013-07-16,"Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,83.42,0.11,0,0,"Green",0,1310.64,1310.64,1310.64
"Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","kona pacific farmers cooperative","kona","",2013-01-24,"Kona Pacific Farmers Cooperative","Hawaiian Kona","Natural / Dry",7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67,83.42,0,0,0,"Green",2,NA,NA,NA
"Arabica","exportadora de cafe condor s.a","Colombia","various","trilladora boananza","exportadora de cafe condor s.a","cundinamarca","Exportadora de cafe condor",2012-06-26,"Exportadora de Cafe Condor S.A","Caturra","Washed / Wet",7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,83.42,0.11,0,0,"Green",2,1450,1450,1450
"Arabica","federacion nacional de cafeteros","Colombia","","","","huila","",2011-02-01,"Federación Nacional de Cafeteros","","",7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,7.58,83.42,0.1,1,0,"",3,NA,NA,NA
"Arabica","kona pacific farmers cooperative","United States (Hawaii)","kona pacific farmers cooperative","","","kona","Kona Pacific Farmers Co-Op",2010-12-27,"Kona Pacific Farmers Cooperative","","",7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,7.5,83.42,0.01,0,0,"",0,NA,NA,NA
"Arabica","doi tung development project","Thailand","doi tung development project","","","","Doi Tung Development Project",2010-04-13,"Doi Tung Development Project","Peaberry","",7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,7.83,83.42,0.11,0,0,"",0,NA,NA,NA
"Arabica","grounds for health admin","Mexico","","","","nayarit","Productores de Cafe de El Cuarenteno, S. de P.R. de R.L",2010-05-26,"Grounds for Health Admin","","",7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,8,83.38,0.09,2,0,"",4,900,1200,1050
"Arabica","exportadora de cafe condor s.a","Colombia","various","bonanza - armenia","exportadora de cafe condor s.a","huila","various",2016-11-08,"Exportadora de Cafe Condor S.A","Caturra","Washed / Wet",7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,83.33,0,0,1,"",0,1650,1650,1650
"Arabica","racafe & cia s.c.a","Colombia","","bachue","racafe & cia s.c.a","guayata","",2016-06-15,"Racafe & Cia S.C.A","Caturra","Washed / Wet",7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,83.33,0,0,0,"Blue-Green",0,NA,NA,NA
"Arabica","racafe & cia s.c.a","Colombia","","bachue","racafe & cia s.c.a","huila","La Plata",2016-05-05,"Racafe & Cia S.C.A","Caturra","Washed / Wet",7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.33,0,1,0,"Green",2,NA,NA,NA
"Arabica","ipanema coffees","Brazil","rio verde","ipanema coffees","ipanema coffees","south of minas","Ipanema Agrícola SA",2015-10-12,"Ipanema Coffees","Catuai","Semi-washed / Semi-pulped",7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,83.33,0.1,1,0,"Green",5,1227,1227,1227
"Arabica","andreas kussmaul","Mexico","ecc","ecc","exportadora café california","chiapas","ECC",2015-07-14,"ANDREAS KUSSMAUL","Caturra","Washed / Wet",7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58,83.33,0.12,0,0,"Green",2,1200,1200,1200
"Arabica","exportadora de cafe condor s.a","Colombia","various","trilladora agricola","exportadora de cafe condor s.a","santander","varios",2015-04-08,"Exportadora de Cafe Condor S.A","Caturra","Washed / Wet",7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,83.33,0.11,0,0,"Green",1,1650,1650,1650
"Arabica","afca","Tanzania, United Republic Of","mondul coffee estate","mondul coffee estate","mondul coffee estate","arusha","Mondul Coffee Estate",2014-12-12,"AFCA","Other","Semi-washed / Semi-pulped",7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,7.58,83.33,0.12,0,0,"Green",6,1700,1700,1700
"Arabica","j.andrade","Mexico","el pino","el pino, cosautlan de carvajal","café andrade, s.a. de c.v.","veracruz","JOSÉ LUIS ANDRADE SANDARA",2014-07-15,"J.ANDRADE","Other","Washed / Wet",7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67,83.33,0.12,0,0,"Green",0,1100,1100,1100
"Arabica","the coffee source inc.","Costa Rica","several","cafe altura de san ramon","the coffee source inc.","san ramon","SEVERAL",2014-04-07,"The Coffee Source Inc.","Caturra","Washed / Wet",7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58,83.33,0.12,0,0,"Green",3,1300,1300,1300
"Arabica","eileen koyanagi","United States (Hawaii)","","","kona pacific farmers cooperative","kona","",2014-02-25,"Eileen Koyanagi","Hawaiian Kona","Natural / Dry",7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,7.83,83.33,0.11,0,0,"Bluish-Green",1,NA,NA,NA
"Arabica","eric thormaehlen","Costa Rica","several","several - coricafe dry mill","coricafe s.a.","central valley","CORICAFE BLEND",2014-02-14,"Eric Thormaehlen","Catuai","Washed / Wet",7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8,83.33,0.11,0,0,"Green",3,1100,1300,1200
"Arabica","dane loraas","Peru","","","sustainable harvest","","",2014-01-21,"Dane Loraas","","Washed / Wet",7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,7.5,83.33,0.12,0,0,"Green",5,NA,NA,NA
"Arabica","itiah coffee llc","Haiti","marre blanche","","itiah coffee llc.","thiotte, haiti","COOPCAB",2013-10-03,"ITIAH COFFEE LLC","Typica","Washed / Wet",7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,83.33,0.11,0,0,"Green",4,1280.16,1280.16,1280.16
"Arabica","carcafe ltda ci","Colombia","","neiva","carcafe ltda","pitalito","ORLANDO ORTIZ / HIPOLITO TORRES",2013-04-26,"CARCAFE LTDA CI","Caturra","Natural / Dry",7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,83.33,0.11,0,0,"Green",1,1000,1000,1000
"Arabica","juan luis alvarado romero","Guatemala","el sacramento","beneficio ixchel","unex guatemala, s.a.","oriente","LUIS RODRIGUEZ",2013-02-26,"Juan Luis Alvarado Romero","Bourbon","Washed / Wet",7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,83.33,0.11,0,0,"Green",3,1310.64,1310.64,1310.64
"Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","kona pacific farmers cooperative","kona","",2013-01-24,"Kona Pacific Farmers Cooperative","Hawaiian Kona","Natural / Dry",7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,10,7.83,83.33,0.1,0,0,"Bluish-Green",4,NA,NA,NA
"Arabica","steven kil","Burundi","sogestal kayanza","kiriyama washing station","the specialty coffee appraisers institute of asia","kayanza","",2012-08-29,"Steven Kil","Bourbon","Washed / Wet",7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,7.83,83.33,0,0,0,"",5,1880,1880,1880
"Arabica","exportadora de cafe condor s.a","Colombia","","trilladora boananza","exportadora de cafe condor s.a","huila","condor",2012-05-30,"Exportadora de Cafe Condor S.A","Caturra","Washed / Wet",7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67,83.33,0,0,0,"Green",1,1750,1750,1750
"Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","","kona","",2011-09-20,"Kona Pacific Farmers Cooperative","","",8.08,7.83,7.83,7.75,7.67,7.58,9.33,10,9.33,7.92,83.33,0.01,0,0,"",0,NA,NA,NA
"Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","","","",2011-02-24,"Kona Pacific Farmers Cooperative","","",7.58,7.67,7.58,7.5,7.83,7.67,10,10,10,7.5,83.33,0,0,0,"",0,NA,NA,NA
"Arabica","cafe de don balbino s.c. de r.l. de c.v.","Mexico","corta pico","la catedral del cafe","cafe de don balbino s.c. de r.l. de c.v.","sierra madre occidental","BALBINO RAMIREZ FLORES",2017-03-07,"CAFE DE DON BALBINO S.C. DE R.L. DE C.V.","Typica","Washed / Wet",7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,83.25,0.11,0,0,"Blue-Green",0,1600,1600,1600
"Arabica","troy quimby","Costa Rica","estate la patricia","micro beneficio la cabaña-javier meza","bold coast coffee","tarrazu","Manuel Montero",2017-01-30,"Troy Quimby","Catuai","Pulped natural / honey",7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,83.25,0.11,0,0,"Green",0,1900,1900,1900
"Arabica","rodrigo soto","Costa Rica","coopellanobonito","coocafe r.l","panamerican coffee trading","tarrazu","Coopellanobonito",2016-09-20,"Rodrigo Soto","","Washed / Wet",7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,7.67,83.25,0.11,0,0,"",0,NA,NA,NA
"Arabica","juan luis alvarado romero","Guatemala","linda vista","linda vista","mercon guatemala s.a.","nuevo oriente","PABLO CHUY",2016-08-12,"Juan Luis Alvarado Romero","Pacas","Washed / Wet",7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,83.25,0.11,0,2,"Green",7,2100,2100,2100
"Arabica","kawacom uganda ltd","Uganda","kawacom uganda ltd sipi farmers group","kawacom","kawacom uganda ltd","sipi, mt elgon","Kawacom Uganda LTD",2016-05-19,"Kawacom Uganda LTD","SL14","Washed / Wet",7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67,83.25,0.12,0,0,"Green",1,NA,NA,NA
"Arabica","bourbon specialty coffees","Brazil","","dinamo armazens gerais ltda","bourbon specialty coffees","campos altos - cerrado","",2016-01-12,"BOURBON SPECIALTY COFFEES","","",7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,83.25,0.12,0,0,"Green",4,NA,NA,NA
"Arabica","carcafe ltda ci","Colombia","","neiva","carcafe ltda","huila","FRANKLIN DUSSAN",2015-11-27,"CARCAFE LTDA CI","Caturra","Natural / Dry",7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,83.25,0,0,0,"Green",2,442,442,442
"Arabica","productos y servicios chilindron s.a. de c.v.","Mexico","los charcos","la yerba","productos y servicios chilindron s.a. de c.v.","cuarenteño","Rafael Arroyo Zoto",2015-07-14,"PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.","Typica","Natural / Dry",7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42,83.25,0.12,0,0,"Bluish-Green",2,1261,1261,1261
"Arabica","lin, che-hao krude 林哲豪","Taiwan","sunshine valley estate 向陽高山咖啡","sunshine valley estate 向陽高山咖啡","taiwan coffee laboratory","natou county","LIN YEN CHIEN 林言謙",2015-06-18,"Lin, Che-Hao Krude 林哲豪","Bourbon","Washed / Wet",7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,7.58,83.25,0.1,0,0,"Blue-Green",0,1000,1000,1000
"Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","以勒咖啡","以勒咖啡","宸嶧國際","南投國姓","蘇詠晴",2014-11-23,"CQI Taiwan ICP CQI台灣合作夥伴","Typica","Washed / Wet",7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33,83.25,0.1,0,0,"Green",0,800,800,800
"Arabica","compañia colombiana agroindustrial s.a","Colombia","","trilladora boananza","ecom cca sa","eje cafetero","",2014-06-24,"Compañia Colombiana Agroindustrial S.A","Caturra","Natural / Dry",7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,83.25,0,0,0,"Green",0,1483,1483,1483
"Arabica","juan luis alvarado romero","Guatemala","finca medina","beneficio siembras vision (154)","siembras vision, s.a.","antigua","SIEMBRAS VISIÓN, S.A.",2014-03-07,"Juan Luis Alvarado Romero","Caturra","Washed / Wet",7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,83.25,0.1,0,0,"Green",1,1500,1500,1500
"Arabica","exportadora de cafe condor s.a","Colombia","","trilladora boananza","exportadora de cafe condor s.a","huila","",2013-08-02,"Exportadora de Cafe Condor S.A","Caturra","Washed / Wet",7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58,83.25,0.11,0,0,"Green",1,1750,1750,1750
"Arabica","calixto guillen vazquez","Mexico","various","productores de cafes especiales sc","finca triunfo verde, s.c.","chiapas","VRIOS PRODUCTORES",2013-03-29,"CALIXTO GUILLEN VAZQUEZ","Bourbon","Washed / Wet",7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,83.25,0.12,0,0,"Green",6,1300,1300,1300
"Arabica","kona pacific farmers cooperative","United States (Hawaii)","","","kona pacific farmers cooperative","kona","",2013-03-21,"Kona Pacific Farmers Cooperative","Hawaiian Kona","Natural / Dry",7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,7.67,83.25,0.11,0,0,"Bluish-Green",4,NA,NA,NA
